step,time
4881.0,1.737
4891.0,1.6
4901.0,1.823
4911.0,1.729
4921.0,1.821
4931.0,1.82
4941.0,1.611
4951.0,1.485
4961.0,1.59
4971.0,1.531
4981.0,1.622
4991.0,1.656
5001.0,1.514
5011.0,1.604
5021.0,1.619
5031.0,1.449
5041.0,1.681
5051.0,1.711
5061.0,1.48
5071.0,1.596
5081.0,1.541
5091.0,1.777
5101.0,1.715
5111.0,1.659
5121.0,1.695
5131.0,1.851
5141.0,1.608
5151.0,1.626
5161.0,1.724
5171.0,1.595
5181.0,1.798
5191.0,1.745
5201.0,1.653
5211.0,1.678
5221.0,1.784
5231.0,1.717
5241.0,1.757
5251.0,1.546
5261.0,1.739
5271.0,1.764
5281.0,1.608
5291.0,1.588
5301.0,1.667
5311.0,1.786
5321.0,1.62
5331.0,1.519
5341.0,1.679
5351.0,1.48
5361.0,1.716
5371.0,1.604
5381.0,1.66
5391.0,1.603
5401.0,1.294
5411.0,1.553
5421.0,1.647
5431.0,1.572
5441.0,1.448
5451.0,1.388
5461.0,1.681
5471.0,1.657
5481.0,1.547
5491.0,1.575
5501.0,1.385
5511.0,1.556
5521.0,1.558
5531.0,1.497
5541.0,1.225
5551.0,1.497
5561.0,1.622
5571.0,1.517
5581.0,1.378
5591.0,1.481
5601.0,1.668
5611.0,1.621
5621.0,1.67
5631.0,1.893
5641.0,1.547
5651.0,1.4
5661.0,1.5
5671.0,1.668
5681.0,1.78
5691.0,1.569
5701.0,1.503
5711.0,1.72
5721.0,1.704
5731.0,1.513
5741.0,1.719
5751.0,1.774
5761.0,1.597
5771.0,1.471
5781.0,1.745
5791.0,1.694
5801.0,1.761
5811.0,1.638
5821.0,1.714
5831.0,1.625
5841.0,1.847
5851.0,1.808
5861.0,1.714
5871.0,1.604
5881.0,1.77
5891.0,1.693
5901.0,1.675
5911.0,1.587
5921.0,1.505
5931.0,1.863
5941.0,1.712
5951.0,1.497
5961.0,1.715
5971.0,1.637
5981.0,1.527
5991.0,1.506
6001.0,1.556
6011.0,1.606
6021.0,1.628
6031.0,1.569
6041.0,1.585
6051.0,1.733
6061.0,1.722
6071.0,1.57
6081.0,1.82
6091.0,1.729
6101.0,1.777
6111.0,1.596
6121.0,1.63
6131.0,1.648
6141.0,1.729
6151.0,1.798
6161.0,1.624
6171.0,1.773
6181.0,1.777
6191.0,1.731
6201.0,1.696
6211.0,1.79
6221.0,1.763
6231.0,1.775
6241.0,1.758
6251.0,1.652
6261.0,1.653
6271.0,1.752
6281.0,1.605
6291.0,1.586
6301.0,1.745
6311.0,1.639
6321.0,1.737
6331.0,1.611
6341.0,1.493
6351.0,1.473
6361.0,1.67
6371.0,1.66
6381.0,1.665
6391.0,1.521
6401.0,1.423
6411.0,1.662
6421.0,1.612
6431.0,1.598
6441.0,1.681
6451.0,1.411
6461.0,1.437
6471.0,1.603
6481.0,1.597
6491.0,1.359
6501.0,1.477
6511.0,1.584
6521.0,1.656
6531.0,1.582
6541.0,1.699
6551.0,1.365
6561.0,1.78
6571.0,1.56
6581.0,1.706
6591.0,1.665
6601.0,1.609
6611.0,1.435
6621.0,1.747
6631.0,1.578
6641.0,1.577
6651.0,1.647
6661.0,1.539
6671.0,1.524
6681.0,1.71
6691.0,1.695
6701.0,1.528
6711.0,1.772
6721.0,1.593
6731.0,1.595
6741.0,1.648
6751.0,1.735
6761.0,1.735
6771.0,1.748
6781.0,1.656
6791.0,1.75
6801.0,1.601
6811.0,1.839
6821.0,1.712
6831.0,1.641
6841.0,1.778
6851.0,1.772
6861.0,1.71
6871.0,1.752
6881.0,1.652
6891.0,1.408
6901.0,1.63
6911.0,1.508
6921.0,1.687
6931.0,1.624
6941.0,1.555
6951.0,1.584
6961.0,1.546
6971.0,1.594
6981.0,1.677
6991.0,1.691
7001.0,1.462
7011.0,1.574
7021.0,1.613
7031.0,1.648
7041.0,1.745
7051.0,1.715
7061.0,1.8
7071.0,1.58
7081.0,1.741
7091.0,1.74
7101.0,1.642
7111.0,1.672
7121.0,1.803
7131.0,1.793
7141.0,1.812
7151.0,1.623
7161.0,1.853
7171.0,1.613
7181.0,1.786
7191.0,1.688
7201.0,1.592
7211.0,1.639
7221.0,1.739
7231.0,1.572
7241.0,1.584
7251.0,1.668
7261.0,1.686
7271.0,1.701
7281.0,1.457
7291.0,1.405
7301.0,1.635
7311.0,1.634
7321.0,1.676
7331.0,1.726
7341.0,1.983
7351.0,1.361
7361.0,1.494
7371.0,1.6
7381.0,1.6
7391.0,1.606
7401.0,1.209
7411.0,1.67
7421.0,1.649
7431.0,1.535
7441.0,1.572
7451.0,1.295
7461.0,1.543
7471.0,1.578
7481.0,1.536
7491.0,1.32
7501.0,1.701
7511.0,1.592
7521.0,1.615
7531.0,1.613
7541.0,1.713
7551.0,1.49
7561.0,1.727
7571.0,1.43
7581.0,1.616
7591.0,1.687
7601.0,1.575
7611.0,1.451
7621.0,1.467
7631.0,1.709
7641.0,1.732
7651.0,1.634
7661.0,1.59
7671.0,1.541
7681.0,1.623
7691.0,1.578
7701.0,1.671
7711.0,1.773
7721.0,1.613
7731.0,1.587
7741.0,1.608
7751.0,1.727
7761.0,1.744
7771.0,1.665
7781.0,1.68
7791.0,1.638
7801.0,1.684
7811.0,1.785
7821.0,1.626
7831.0,1.749
7841.0,1.78
7851.0,1.677
7861.0,1.638
7871.0,1.416
7881.0,1.685
7891.0,1.572
7901.0,1.69
7911.0,1.693
7921.0,1.699
7931.0,1.501
7941.0,1.562
7951.0,1.55
7961.0,1.661
7971.0,1.686
7981.0,1.734
7991.0,1.669
8001.0,1.767
8011.0,1.741
8021.0,1.619
8031.0,1.714
8041.0,1.738
8051.0,1.742
8061.0,1.77
8071.0,1.759
8081.0,1.68
8091.0,1.644
8101.0,1.778
8111.0,1.717
8121.0,1.59
8131.0,1.598
8141.0,1.818
8151.0,1.811
8161.0,1.652
8171.0,1.578
8181.0,1.758
8191.0,1.655
8201.0,1.766
8211.0,1.663
8221.0,1.547
8231.0,1.548
8241.0,1.603
8251.0,1.663
8261.0,1.585
8271.0,1.748
8281.0,1.553
8291.0,1.384
8301.0,1.651
8311.0,1.655
8321.0,1.572
8331.0,1.442
8341.0,1.386
8351.0,1.558
8361.0,1.598
8371.0,1.583
8381.0,1.428
8391.0,1.504
8401.0,1.538
8411.0,1.597
8421.0,1.539
8431.0,1.251
8441.0,1.681
8451.0,1.499
8461.0,1.58
8471.0,1.442
8481.0,1.427
8491.0,1.583
8501.0,1.709
8511.0,1.563
8521.0,1.637
8531.0,1.496
8541.0,1.445
8551.0,1.639
8561.0,1.711
8571.0,1.615
8581.0,1.387
8591.0,1.658
8601.0,1.565
8611.0,1.782
8621.0,1.616
8631.0,1.772
8641.0,1.522
8651.0,1.568
8661.0,1.695
8671.0,1.738
8681.0,1.576
8691.0,1.702
8701.0,1.476
8711.0,1.484
8721.0,1.789
8731.0,1.795
8741.0,1.736
8751.0,1.728
8761.0,1.826
8771.0,1.615
8781.0,1.66
8791.0,1.534
8801.0,1.592
8811.0,1.678
8821.0,1.66
8831.0,1.623
8841.0,1.555
8851.0,1.536
8861.0,1.602
8871.0,1.599
8881.0,1.679
8891.0,1.577
8901.0,1.541
8911.0,1.643
8921.0,1.511
8931.0,1.623
8941.0,1.497
8951.0,1.488
8961.0,1.725
8971.0,1.724
8981.0,1.627
8991.0,1.735
9001.0,1.813
9011.0,1.875
9021.0,1.75
9031.0,1.602
9041.0,1.671
9051.0,1.731
9061.0,1.695
9071.0,1.839
9081.0,1.662
9091.0,1.689
9101.0,1.722
9111.0,1.624
9121.0,1.7
9131.0,1.693
9141.0,1.73
9151.0,1.795
9161.0,1.624
9171.0,1.572
9181.0,1.592
9191.0,1.555
9201.0,1.682
9211.0,1.722
9221.0,1.682
9231.0,1.633
9241.0,1.695
9251.0,1.484
9261.0,1.588
9271.0,1.673
9281.0,1.585
9291.0,1.393
9301.0,1.432
9311.0,1.648
9321.0,1.657
9331.0,1.632
9341.0,1.678
9351.0,1.479
9361.0,1.442
9371.0,1.808
9381.0,1.567
9391.0,1.549
9401.0,1.322
9411.0,1.49
9421.0,1.6
9431.0,1.527
9441.0,1.647
9451.0,1.479
9461.0,1.486
9471.0,1.61
9481.0,1.642
9491.0,1.705
9501.0,1.545
9511.0,1.453
9521.0,1.531
9531.0,1.753
9541.0,1.599
9551.0,1.672
9561.0,1.647
9571.0,1.514
9581.0,1.594
9591.0,1.55
9601.0,1.701
9611.0,1.626
9621.0,1.334
9631.0,1.654
9641.0,1.76
9651.0,1.588
9661.0,1.684
9671.0,1.563
9681.0,1.842
9691.0,1.615
9701.0,1.562
9711.0,1.726
9721.0,1.72
9731.0,1.621
9741.0,1.84
9751.0,1.628
9761.0,1.644
9771.0,1.596
9781.0,1.786
9791.0,1.71
9801.0,1.623
9811.0,1.753
9821.0,1.602
9831.0,1.554
9841.0,1.619
9851.0,1.593
9861.0,1.725
9871.0,1.695
9881.0,1.541
9891.0,1.585
9901.0,1.696
9911.0,1.567
9921.0,1.656
9931.0,1.727
9941.0,1.643
9951.0,1.536
9961.0,1.5
9971.0,1.737
9981.0,1.674
9991.0,1.84
