step,time
2321.0,2.587
2331.0,2.42
2341.0,2.736
2351.0,3.082
2361.0,2.559
2371.0,2.436
2381.0,2.554
2391.0,2.476
2401.0,2.482
2411.0,2.519
2421.0,2.504
2431.0,2.656
2441.0,2.481
2451.0,2.439
2461.0,2.413
2471.0,2.602
2481.0,2.39
2491.0,10.016
2501.0,2.639
2511.0,2.613
2521.0,2.385
2531.0,2.542
2541.0,2.695
2551.0,2.464
2561.0,2.566
2571.0,2.57
2581.0,2.558
2591.0,2.462
2601.0,2.613
2611.0,2.643
2621.0,2.431
2631.0,2.647
2641.0,2.734
2651.0,2.45
2661.0,2.541
2671.0,2.668
2681.0,2.348
2691.0,2.626
2701.0,2.584
2711.0,2.404
2721.0,2.656
2731.0,2.601
2741.0,2.446
2751.0,2.635
2761.0,2.752
2771.0,2.629
2781.0,2.565
2791.0,2.544
2801.0,2.596
2811.0,2.71
2821.0,2.671
2831.0,2.616
2841.0,2.411
2851.0,2.558
2861.0,2.715
2871.0,2.476
2881.0,2.411
2891.0,2.496
2901.0,2.518
2911.0,2.481
2921.0,2.329
2931.0,2.656
2941.0,2.375
2951.0,2.616
2961.0,2.563
2971.0,2.399
2981.0,3.443
2991.0,9.273
3001.0,2.471
3011.0,2.46
3021.0,2.667
3031.0,2.545
3041.0,2.468
3051.0,2.55
3061.0,2.543
3071.0,2.607
3081.0,2.584
3091.0,2.668
3101.0,2.606
3111.0,2.48
3121.0,2.52
3131.0,2.598
3141.0,2.705
3151.0,2.478
3161.0,2.445
3171.0,2.497
3181.0,2.684
3191.0,2.682
3201.0,2.487
3211.0,2.613
3221.0,2.563
3231.0,2.535
3241.0,2.459
3251.0,2.602
3261.0,2.543
3271.0,2.426
3281.0,2.719
3291.0,2.571
3301.0,2.505
3311.0,2.572
3321.0,2.561
3331.0,2.677
3341.0,2.488
3351.0,2.431
3361.0,2.888
3371.0,2.42
3381.0,2.624
3391.0,2.487
3401.0,2.502
3411.0,2.543
3421.0,2.694
3431.0,2.487
3441.0,2.475
3451.0,2.549
3461.0,2.421
3471.0,2.488
3481.0,2.399
3491.0,2.465
3501.0,2.505
3511.0,2.442
3521.0,2.458
3531.0,2.596
3541.0,2.397
3551.0,2.565
3561.0,2.452
3571.0,2.371
3581.0,2.567
3591.0,2.481
3601.0,2.493
3611.0,2.482
3621.0,2.51
3631.0,2.404
3641.0,2.347
3651.0,2.632
3661.0,2.514
3671.0,2.418
3681.0,2.602
3691.0,2.474
3701.0,2.336
3711.0,2.652
3721.0,2.507
3731.0,2.492
3741.0,2.689
3751.0,2.838
3761.0,2.484
3771.0,2.628
3781.0,2.514
3791.0,2.691
3801.0,2.495
3811.0,2.566
3821.0,2.671
3831.0,2.451
3841.0,2.344
3851.0,2.719
3861.0,2.491
3871.0,2.514
3881.0,2.55
3891.0,2.454
3901.0,2.621
3911.0,2.461
3921.0,2.462
3931.0,2.535
3941.0,2.769
3951.0,2.594
3961.0,2.559
3971.0,2.636
3981.0,2.632
3991.0,2.526
4001.0,2.657
4011.0,10.508
4021.0,2.609
4031.0,2.583
4041.0,2.593
4051.0,2.505
4061.0,2.527
4071.0,2.486
4081.0,2.464
4091.0,2.491
4101.0,2.629
4111.0,2.442
4121.0,2.552
4131.0,2.49
4141.0,2.456
4151.0,2.532
4161.0,2.399
4171.0,2.532
4181.0,2.463
4191.0,2.504
4201.0,2.566
4211.0,2.468
4221.0,2.844
4231.0,2.511
4241.0,2.574
4251.0,2.504
4261.0,2.669
4271.0,2.546
4281.0,2.651
4291.0,2.568
4301.0,2.475
4311.0,2.403
4321.0,2.65
4331.0,2.563
4341.0,2.563
4351.0,2.767
4361.0,2.364
4371.0,2.637
4381.0,2.618
4391.0,2.347
4401.0,2.635
4411.0,2.557
4421.0,2.647
4431.0,2.649
4441.0,2.575
4451.0,2.438
4461.0,2.481
4471.0,2.536
4481.0,2.482
4491.0,2.473
4501.0,2.598
4511.0,2.474
4521.0,2.521
4531.0,2.523
4541.0,2.461
4551.0,2.63
4561.0,2.484
4571.0,2.721
4581.0,2.555
4591.0,2.551
4601.0,2.514
4611.0,2.474
4621.0,3.17
4631.0,2.534
4641.0,2.454
4651.0,2.554
4661.0,2.539
4671.0,2.543
4681.0,2.654
4691.0,2.526
4701.0,2.473
4711.0,2.46
4721.0,2.476
4731.0,2.44
4741.0,2.587
4751.0,2.4
4761.0,2.365
4771.0,2.364
4781.0,2.534
4791.0,2.459
4801.0,2.465
4811.0,2.565
4821.0,2.532
4831.0,2.492
4841.0,2.379
4851.0,2.56
4861.0,2.544
4871.0,2.457
4881.0,2.5
4891.0,2.516
4901.0,2.425
4911.0,2.538
4921.0,2.697
4931.0,2.378
4941.0,2.805
4951.0,2.54
4961.0,2.604
4971.0,2.603
4981.0,2.533
4991.0,2.639
5001.0,2.572
5011.0,2.428
5021.0,2.669
5031.0,2.465
5041.0,2.5
5051.0,2.532
5061.0,2.454
5071.0,2.501
5081.0,2.742
5091.0,2.353
5101.0,2.476
5111.0,2.479
5121.0,2.511
5131.0,2.503
5141.0,2.557
5151.0,2.896
5161.0,2.556
5171.0,2.651
5181.0,2.648
5191.0,2.543
5201.0,2.477
5211.0,2.628
5221.0,2.479
5231.0,2.626
5241.0,2.485
5251.0,2.784
5261.0,2.424
5271.0,2.568
5281.0,2.599
5291.0,2.581
5301.0,2.405
5311.0,2.587
5321.0,2.475
5331.0,2.349
5341.0,2.663
5351.0,2.62
5361.0,2.51
5371.0,2.457
5381.0,2.399
5391.0,2.526
5401.0,2.382
5411.0,2.498
5421.0,2.536
5431.0,2.477
5441.0,2.493
5451.0,2.546
5461.0,2.347
5471.0,2.663
5481.0,2.422
5491.0,2.378
5501.0,2.436
5511.0,2.592
5521.0,2.673
5531.0,2.631
5541.0,2.477
5551.0,2.504
5561.0,2.596
5571.0,2.642
5581.0,2.472
5591.0,2.683
5601.0,2.634
5611.0,2.5
5621.0,2.972
5631.0,2.724
5641.0,2.912
5651.0,2.711
5661.0,2.822
5671.0,2.625
5681.0,2.679
5691.0,2.769
5701.0,2.86
5711.0,2.513
5721.0,2.686
5731.0,2.699
5741.0,2.81
5751.0,2.739
5761.0,2.726
5771.0,2.821
5781.0,2.765
5791.0,2.608
5801.0,2.677
5811.0,2.877
5821.0,2.669
5831.0,2.76
5841.0,2.779
5851.0,2.642
5861.0,2.869
5871.0,2.639
5881.0,2.633
5891.0,2.737
5901.0,2.749
5911.0,2.638
5921.0,2.654
5931.0,2.896
5941.0,2.591
5951.0,2.628
5961.0,2.688
5971.0,2.742
5981.0,2.775
5991.0,2.74
6001.0,2.765
6011.0,2.635
6021.0,2.688
6031.0,2.585
6041.0,2.647
6051.0,2.812
6061.0,2.794
6071.0,2.717
6081.0,2.713
6091.0,3.02
6101.0,2.751
6111.0,2.639
6121.0,2.804
6131.0,2.555
6141.0,2.874
6151.0,2.702
6161.0,2.818
6171.0,2.685
6181.0,2.901
6191.0,2.696
6201.0,2.692
6211.0,2.859
6221.0,2.672
6231.0,2.862
6241.0,2.608
6251.0,2.836
6261.0,2.719
6271.0,2.805
6281.0,2.647
6291.0,2.665
6301.0,2.714
6311.0,2.708
6321.0,2.667
6331.0,2.816
6341.0,2.747
6351.0,2.847
6361.0,2.838
6371.0,2.76
6381.0,2.83
6391.0,2.779
6401.0,2.539
6411.0,2.771
6421.0,2.638
6431.0,2.781
6441.0,2.691
6451.0,2.76
6461.0,2.652
6471.0,2.746
6481.0,2.629
6491.0,2.641
6501.0,2.718
6511.0,2.679
6521.0,2.752
6531.0,2.824
6541.0,2.631
6551.0,2.636
6561.0,2.908
6571.0,2.829
6581.0,2.537
6591.0,2.824
6601.0,2.712
6611.0,2.63
6621.0,2.627
6631.0,2.746
6641.0,2.789
6651.0,2.59
6661.0,2.482
6671.0,2.792
6681.0,2.542
6691.0,2.855
6701.0,2.646
6711.0,2.903
6721.0,2.725
6731.0,2.781
6741.0,2.688
6751.0,2.709
6761.0,2.65
6771.0,2.726
6781.0,2.799
6791.0,2.685
6801.0,2.775
6811.0,2.65
6821.0,2.681
6831.0,2.717
6841.0,2.65
6851.0,2.821
6861.0,2.739
6871.0,2.819
6881.0,2.682
6891.0,3.121
6901.0,2.749
6911.0,2.863
6921.0,2.784
6931.0,2.778
6941.0,2.674
6951.0,2.806
6961.0,2.728
6971.0,2.705
6981.0,2.689
6991.0,2.801
7001.0,2.673
7011.0,2.698
7021.0,2.997
7031.0,2.713
7041.0,2.773
7051.0,2.692
7061.0,2.705
7071.0,2.593
7081.0,2.544
7091.0,2.894
7101.0,2.615
7111.0,2.683
7121.0,2.728
7131.0,2.733
7141.0,2.857
7151.0,2.636
7161.0,2.786
7171.0,2.782
7181.0,2.784
7191.0,2.621
7201.0,2.649
7211.0,2.681
7221.0,2.731
7231.0,2.772
7241.0,2.756
7251.0,2.686
7261.0,2.641
7271.0,2.779
7281.0,2.857
7291.0,2.727
7301.0,2.724
7311.0,2.657
7321.0,2.847
7331.0,2.656
7341.0,2.74
7351.0,2.833
7361.0,2.655
7371.0,2.745
7381.0,2.712
7391.0,2.715
7401.0,2.584
7411.0,2.836
7421.0,2.569
7431.0,2.687
7441.0,2.761
7451.0,2.73
7461.0,2.64
7471.0,2.679
7481.0,2.764
7491.0,2.994
7501.0,2.94
7511.0,2.691
7521.0,3.041
7531.0,2.482
7541.0,2.732
7551.0,2.704
7561.0,2.661
7571.0,3.013
7581.0,2.638
7591.0,2.666
7601.0,2.65
7611.0,2.777
7621.0,2.704
7631.0,2.713
7641.0,2.82
7651.0,2.564
7661.0,2.693
7671.0,2.637
7681.0,2.745
7691.0,2.714
7701.0,2.562
7711.0,2.695
7721.0,2.634
7731.0,2.867
7741.0,2.662
7751.0,2.733
7761.0,2.733
7771.0,2.628
7781.0,2.819
7791.0,2.655
7801.0,2.774
7811.0,2.724
7821.0,2.745
7831.0,2.884
7841.0,2.696
7851.0,2.765
7861.0,2.624
7871.0,2.941
7881.0,2.761
7891.0,2.736
7901.0,2.694
7911.0,2.792
7921.0,2.638
7931.0,2.749
7941.0,2.921
7951.0,2.717
7961.0,2.948
7971.0,2.729
7981.0,2.681
7991.0,2.572
8001.0,2.968
8011.0,2.691
8021.0,5.554
8031.0,4.551
8041.0,2.867
8051.0,2.719
8061.0,2.604
8071.0,2.832
8081.0,2.697
8091.0,2.739
8101.0,2.747
8111.0,2.628
8121.0,2.671
8131.0,2.771
8141.0,2.707
8151.0,2.71
8161.0,2.598
8171.0,2.73
8181.0,2.739
8191.0,2.707
8201.0,2.631
8211.0,2.672
8221.0,2.99
8231.0,2.671
8241.0,2.777
8251.0,2.597
8261.0,2.691
8271.0,2.662
8281.0,2.687
8291.0,2.854
8301.0,2.643
8311.0,2.739
8321.0,2.667
8331.0,2.677
8341.0,2.788
8351.0,2.561
8361.0,2.826
8371.0,2.683
8381.0,2.682
8391.0,2.697
8401.0,2.583
8411.0,2.771
8421.0,2.727
8431.0,2.968
8441.0,2.588
8451.0,2.677
8461.0,2.701
8471.0,2.772
8481.0,2.811
8491.0,2.642
8501.0,2.798
8511.0,2.634
8521.0,2.869
8531.0,2.697
8541.0,2.662
8551.0,2.819
8561.0,2.669
8571.0,2.721
8581.0,2.609
8591.0,2.77
8601.0,2.717
8611.0,2.763
8621.0,2.673
8631.0,2.716
8641.0,2.734
8651.0,2.758
8661.0,2.627
8671.0,2.676
8681.0,2.803
8691.0,2.633
8701.0,2.719
8711.0,2.764
8721.0,2.645
8731.0,2.739
8741.0,2.684
8751.0,2.791
8761.0,2.635
8771.0,2.716
8781.0,2.756
8791.0,2.634
8801.0,2.914
8811.0,2.783
8821.0,2.723
8831.0,2.72
8841.0,2.807
8851.0,2.757
8861.0,2.825
8871.0,2.865
8881.0,2.615
8891.0,2.705
8901.0,3.006
8911.0,2.714
8921.0,2.651
8931.0,2.731
8941.0,2.68
8951.0,2.742
8961.0,2.705
8971.0,2.652
8981.0,2.902
8991.0,2.641
9001.0,2.695
9011.0,2.601
9021.0,2.942
9031.0,2.68
9041.0,2.855
9051.0,2.714
9061.0,2.711
9071.0,2.688
9081.0,2.67
9091.0,2.737
9101.0,2.655
9111.0,2.699
9121.0,2.626
9131.0,2.826
9141.0,2.657
9151.0,2.823
9161.0,2.526
9171.0,2.73
9181.0,2.83
9191.0,2.659
9201.0,2.705
9211.0,2.741
9221.0,2.772
9231.0,2.61
9241.0,2.839
9251.0,2.868
9261.0,2.736
9271.0,2.664
9281.0,2.68
9291.0,2.691
9301.0,2.724
9311.0,2.716
9321.0,2.737
9331.0,2.756
9341.0,2.653
9351.0,2.767
9361.0,2.883
9371.0,2.714
9381.0,2.762
9391.0,2.767
9401.0,2.868
9411.0,2.642
9421.0,2.807
9431.0,2.822
9441.0,2.645
9451.0,2.731
9461.0,2.647
9471.0,2.75
9481.0,2.706
9491.0,2.64
9501.0,2.795
9511.0,2.654
9521.0,2.776
9531.0,2.641
9541.0,2.818
9551.0,2.647
9561.0,2.679
9571.0,2.765
9581.0,2.735
9591.0,2.663
9601.0,2.671
9611.0,2.78
9621.0,2.653
9631.0,2.797
9641.0,2.672
9651.0,2.683
9661.0,2.813
9671.0,2.637
9681.0,2.882
9691.0,2.676
9701.0,2.848
9711.0,2.686
9721.0,2.747
9731.0,2.784
9741.0,2.85
9751.0,2.808
9761.0,2.638
9771.0,2.756
9781.0,2.669
9791.0,2.703
9801.0,2.785
9811.0,2.739
9821.0,2.803
9831.0,3.041
9841.0,2.743
9851.0,2.627
9861.0,2.78
9871.0,2.697
9881.0,2.753
9891.0,2.731
9901.0,2.694
9911.0,2.688
9921.0,2.802
9931.0,2.592
9941.0,2.724
9951.0,2.732
9961.0,2.525
9971.0,2.822
9981.0,2.709
9991.0,2.781
