epoch,acc,loss,val_acc,val_loss
0,0.6398357347331374,0.0027826055158335725,0.648971335528205,0.005252506679744033
1,0.7139923834685447,0.0017843794168145753,0.8304448031107432,0.035404634318733454
2,0.7327635421455683,0.0016276961347213156,0.8642402542978118,0.049536549620880714
3,0.7357871317626924,0.0015996222003966032,0.8936377155863383,5.167898916338999
4,0.7442541224858048,0.0015437426662212492,0.8771945899077465,0.05802692495323276
5,0.750313048433134,0.0014928953572880125,0.7703248451163449,0.011072056556231342
6,0.7575936267448555,0.0014554930923632572,0.7286073736933144,16.056078154309958
7,0.7541683014008719,0.001454860019392981,0.7990879809395233,0.0169074015098138
8,0.7665657237294758,0.0013844121241029478,0.7145605886653744,0.006429297759014851
9,0.772112495385236,0.0013599409928322528,0.6046108413181869,56.9959809710536
10,0.7705454912917986,0.0013651935615993402,0.5653249508502789,0.0047817981448841996
11,0.7787141169043381,0.0013076139145838629,0.5989582966204827,0.0031306954136728392
12,0.788900818273421,0.0012647862069672152,0.454458955615631,154.59208395264625
13,0.7887927490243857,0.001270189635261872,0.527554393419156,97.44476598718101
14,0.7902728278776129,0.0012630715642845342,0.4806002128417717,136.9109311251594
15,0.7986646399885973,0.0012065340681118098,0.7932662827797718,0.01799355445698256
16,0.7984978374519789,0.0011982376526524976,0.6902377310849303,22.646693323501474
17,0.8066805590479034,0.0011604308296676296,0.9271723885219205,2.1013308485685376
18,0.80762264097849,0.0011594131167662225,0.939365533567976,1.04723570419612
19,0.8101434736754061,0.0011524767044517872,0.6781925953086615,27.165182331237624
20,0.811593011220003,0.0011275583699189423,0.47091617741882574,137.70089434292905
21,0.8140950492596162,0.0011265081053185675,0.7840685635469262,0.010141221696883052
22,0.8116423471608707,0.001115826333057875,0.5043803697416858,132.5120750703045
23,0.8169306923623837,0.0010943526874764987,0.5637250410553738,0.005020322803355317
24,0.8212957503004151,0.0010907506359989052,0.8993959812050161,5.992609182975647
25,0.8240139268331976,0.0010778942990812236,0.9272146768908982,0.29810253395600733
26,0.830002372830554,0.0010439761561484868,0.6332471120482954,0.003345840859833982
27,0.8342969508032092,0.0010131486784465372,0.45920230048197985,159.28818715728158
28,0.8323164643461484,0.0010271989314332081,0.6576686424642015,0.005333288924966971
29,0.8358310642815842,0.001019168069480022,0.6819915000400246,0.008438986097863045
