loss,step
2.3019276,1.0
2.2910876,11.0
2.2826402,21.0
2.2511506,31.0
2.158356,41.0
1.9552181,51.0
1.4107347,61.0
1.0597246,71.0
1.5921522,81.0
0.8576627,91.0
0.775427,101.0
0.34504426,111.0
0.37839013,121.0
0.39312524,131.0
0.1301301,141.0
0.40769923,151.0
0.075979576,161.0
0.14030442,171.0
0.1517137,181.0
0.13583007,191.0
0.13782501,201.0
0.01807528,211.0
0.18597871,221.0
0.033282448,231.0
0.0660753,241.0
0.054296046,251.0
0.016836,261.0
0.072450206,271.0
0.044082098,281.0
0.031357422,291.0
0.0384842,301.0
0.055443753,311.0
0.030485982,321.0
0.08371266,331.0
0.03310524,341.0
0.026374351,351.0
0.01755956,361.0
0.060938057,371.0
0.0016256514,381.0
0.008332206,391.0
0.04696449,401.0
0.04745274,411.0
0.019021431,421.0
0.026084617,431.0
0.032002512,441.0
0.012541953,451.0
0.10280164,461.0
0.07810927,471.0
0.07614736,481.0
0.016214913,491.0
0.008160008,501.0
0.0042572124,511.0
0.08067187,521.0
0.004270217,531.0
0.01585426,541.0
0.007361307,551.0
0.0069196178,561.0
0.00062125013,571.0
0.020974915,581.0
0.048367463,591.0
0.046931226,601.0
0.0047261883,611.0
0.008230668,621.0
0.0014780072,631.0
0.060873613,641.0
0.01717853,651.0
0.014782513,661.0
0.074046046,671.0
0.028918378,681.0
0.001188899,691.0
0.024065077,701.0
0.046305552,711.0
0.018942129,721.0
0.091213025,731.0
0.00093434815,741.0
0.002470732,751.0
0.022610737,761.0
0.009151587,771.0
0.025218308,781.0
0.02123931,791.0
0.008288301,801.0
0.026405798,811.0
0.0016913598,821.0
0.003596261,831.0
0.07774961,841.0
0.032218337,851.0
0.0028832448,861.0
0.0010613435,871.0
0.013675372,881.0
0.00035329576,891.0
0.055757865,901.0
0.023162227,911.0
0.011174649,921.0
0.009881767,931.0
0.012741656,941.0
0.042481527,951.0
0.013556185,961.0
0.0011968255,971.0
0.000915302,981.0
8.063411e-05,991.0
0.006458531,1001.0
0.0027491897,1011.0
0.008786693,1021.0
0.034988005,1031.0
0.027512804,1041.0
0.001680481,1051.0
0.05611165,1061.0
0.0066816513,1071.0
0.00036843296,1081.0
0.0028745919,1091.0
0.0030426697,1101.0
5.7907902e-05,1111.0
0.010549173,1121.0
0.038350865,1131.0
0.00013162229,1141.0
0.0038859,1151.0
0.00048357496,1161.0
0.00029381353,1171.0
0.00019543518,1181.0
0.026395243,1191.0
0.00030786963,1201.0
0.0012708418,1211.0
0.058652513,1221.0
3.1615076e-05,1231.0
0.0005449282,1241.0
0.007934066,1251.0
6.293454e-05,1261.0
0.1301528,1271.0
0.06330358,1281.0
5.192356e-05,1291.0
0.032730322,1301.0
0.005727889,1311.0
0.0034927302,1321.0
0.096708685,1331.0
1.7088374e-06,1341.0
0.014602443,1351.0
0.0013266581,1361.0
0.008369668,1371.0
3.0672025e-05,1381.0
0.060125966,1391.0
0.007380671,1401.0
0.0001669732,1411.0
0.018112598,1421.0
0.0009954652,1431.0
0.00034537725,1441.0
0.0008627986,1451.0
8.914287e-05,1461.0
0.05487908,1471.0
1.4780934e-05,1481.0
0.019303754,1491.0
0.0058469875,1501.0
0.00041011782,1511.0
0.0054066726,1521.0
0.021527916,1531.0
0.021673452,1541.0
0.00076910964,1551.0
0.00030801812,1561.0
0.0006951665,1571.0
0.00018710563,1581.0
0.0001305062,1591.0
0.0017797862,1601.0
0.0052665602,1611.0
0.00024478717,1621.0
0.000152371,1631.0
0.00047260794,1641.0
0.00077871594,1651.0
0.08944337,1661.0
0.00843394,1671.0
9.22784e-06,1681.0
0.00011860078,1691.0
0.0016214396,1701.0
6.109044e-06,1711.0
0.0035823924,1721.0
0.0119053805,1731.0
0.060459334,1741.0
0.012790167,1751.0
8.381901e-09,1761.0
1.096138e-06,1771.0
0.0019723014,1781.0
1.0430764e-07,1791.0
0.003595696,1801.0
0.00019542742,1811.0
0.009691844,1821.0
0.0010751128,1831.0
7.0253095e-06,1841.0
0.00028277634,1851.0
0.18532199,1861.0
0.00018425634,1871.0
