2.3304503,1.0
2.2912865,11.0
2.2523355,21.0
2.1943734,31.0
1.8615265,41.0
1.0026569,51.0
0.9433899,61.0
0.5459546,71.0
0.61729497,81.0
0.4458776,91.0
0.25775018,101.0
1.2177761,111.0
0.15380347,121.0
0.10303995,131.0
0.085722744,141.0
0.21632257,151.0
0.05841817,161.0
0.16356117,171.0
0.016584236,181.0
0.24340765,191.0
0.11217748,201.0
0.042558067,211.0
0.08793378,221.0
0.04188527,231.0
0.13933384,241.0
0.025249872,251.0
0.304048,261.0
0.03580024,271.0
0.008114438,281.0
0.005356148,291.0
0.028694294,301.0
0.0040844968,311.0
0.051692985,321.0
0.02039804,331.0
0.038935624,341.0
0.051536176,351.0
0.05998023,361.0
0.025155704,371.0
0.004777593,381.0
0.0007929377,391.0
0.019655596,401.0
0.0688522,411.0
0.00024232728,421.0
0.010323419,431.0
0.0062795365,441.0
0.043581706,451.0
0.017702507,461.0
0.089771494,471.0
0.0019290876,481.0
0.07379855,491.0
0.008692873,501.0
0.12909047,511.0
0.1408073,521.0
0.027904414,531.0
0.075504676,541.0
0.005800295,551.0
0.036855288,561.0
0.07680485,571.0
0.01573566,581.0
0.0033766925,591.0
0.012799788,601.0
0.016993275,611.0
0.057126373,621.0
4.2890402e-05,631.0
7.358288e-05,641.0
0.0011548207,651.0
0.046152394,661.0
0.0044483403,671.0
0.04903079,681.0
0.007945051,691.0
0.0006021502,701.0
0.0215233,711.0
0.0004990202,721.0
0.0017501652,731.0
8.363096e-05,741.0
0.17774875,751.0
0.0016742996,761.0
0.09133307,771.0
0.027662918,781.0
0.0010143812,791.0
0.007749199,801.0
0.0032581273,811.0
0.0030070709,821.0
0.0016256267,831.0
0.017998543,841.0
0.0011314477,851.0
0.00093607744,861.0
0.033837087,871.0
0.0017313764,881.0
1.6577506e-07,891.0
0.00019170923,901.0
0.00015730484,911.0
0.063226834,921.0
0.11086498,931.0
0.06406536,941.0
5.702617e-06,951.0
2.9850095e-05,961.0
0.00068723806,971.0
3.235991e-05,981.0
0.01019263,991.0
0.01888786,1001.0
0.14433017,1011.0
0.11071543,1021.0
1.321464e-05,1031.0
0.0022320312,1041.0
0.00054080936,1051.0
0.0026721787,1061.0
0.019438388,1071.0
3.2782373e-07,1081.0
0.0009931874,1091.0
8.300219e-05,1101.0
0.00021476024,1111.0
0.07052399,1121.0
0.010454293,1131.0
9.050542e-05,1141.0
0.0061985436,1151.0
0.08491468,1161.0
2.1206217e-05,1171.0
0.052433502,1181.0
0.0016480174,1191.0
0.045827575,1201.0
0.066050954,1211.0
0.00080509624,1221.0
0.008874362,1231.0
8.027929e-07,1241.0
0.016958797,1251.0
0.00018162532,1261.0
0.0041053393,1271.0
0.00060262077,1281.0
0.01032617,1291.0
5.4250897e-05,1301.0
0.00019623704,1311.0
3.8422345e-06,1321.0
0.0012434898,1331.0
0.0004128787,1341.0
8.1184684e-05,1351.0
0.050386522,1361.0
0.048824046,1371.0
0.0008784042,1381.0
9.726157e-05,1391.0
0.03801282,1401.0
0.13862783,1411.0
0.3454327,1421.0
0.00022298635,1431.0
0.15341242,1441.0
0.044970684,1451.0
0.0013518708,1461.0
4.289153e-06,1471.0
0.0003234554,1481.0
0.002550603,1491.0
0.025119849,1501.0
0.00014973046,1511.0
0.055250496,1521.0
0.002010474,1531.0
0.0008236853,1541.0
5.569255e-07,1551.0
0.00029848382,1561.0
0.019864032,1571.0
0.080944374,1581.0
1.2422492e-05,1591.0
0.010795267,1601.0
0.0023662164,1611.0
0.008467693,1621.0
0.00031491846,1631.0
0.0015827147,1641.0
0.01233896,1651.0
0.00045848958,1661.0
0.020100709,1671.0
1.7934457e-05,1681.0
3.6652623e-06,1691.0
0.06092852,1701.0
0.00027128193,1711.0
0.0013965244,1721.0
0.025500989,1731.0
0.087741226,1741.0
3.2388286e-06,1751.0
0.0003924055,1761.0
1.862645e-09,1771.0
1.6577508e-07,1781.0
1.5350564e-05,1791.0
3.8556288e-07,1801.0
0.002065211,1811.0
0.00010816722,1821.0
0.0003126116,1831.0
0.29854393,1841.0
0.0070012547,1851.0
0.00028808753,1861.0
0.00041067554,1871.0
4.4144304e-07,1881.0
8.623931e-07,1891.0
8.2168235e-06,1901.0
0.00031915703,1911.0
0.0,1921.0
0.019479232,1931.0
1.862644e-08,1941.0
0.011755078,1951.0
5.0291344e-08,1961.0
0.046601273,1971.0
0.00042836,1981.0
0.21508695,1991.0
0.0012988122,2001.0
0.006697392,2011.0
0.020707367,2021.0
0.002118546,2031.0
0.091128245,2041.0
4.3542946e-06,2051.0
0.00010197416,2061.0
0.00016941979,2071.0
5.0291348e-08,2081.0
0.0003359177,2091.0
4.940817e-06,2101.0
4.356121e-06,2111.0
2.7788224e-06,2121.0
1.8462802e-05,2131.0
1.862645e-09,2141.0
0.08645956,2151.0
0.0002787155,2161.0
9.555077e-07,2171.0
0.0057923407,2181.0
0.21157303,2191.0
7.748439e-07,2201.0
0.096776925,2211.0
3.7252899e-09,2221.0
6.1251767e-06,2231.0
4.0978154e-08,2241.0
3.352758e-08,2251.0
0.019955538,2261.0
0.042193383,2271.0
0.108683206,2281.0
2.6077021e-08,2291.0
9.313224e-09,2301.0
1.862645e-09,2311.0
6.052664e-05,2321.0
6.007811e-05,2331.0
3.5203595e-07,2341.0
5.6064613e-07,2351.0
0.0028364295,2361.0
5.960458e-08,2371.0
0.00083071087,2381.0
3.91155e-08,2391.0
0.06632841,2401.0
3.1401041e-06,2411.0
1.1548357e-07,2421.0
0.39456636,2431.0
2.6076813e-07,2441.0
0.04469355,2451.0
2.1172456e-05,2461.0
0.0,2471.0
0.0,2481.0
1.2511964e-05,2491.0
0.083489746,2501.0
0.05733964,2511.0
1.06170425e-07,2521.0
0.00027832156,2531.0
6.4918436e-06,2541.0
0.0,2551.0
0.0,2561.0
1.862644e-08,2571.0
1.862645e-09,2581.0
3.0097447e-06,2591.0
0.0,2601.0
0.00015926712,2611.0
1.862645e-09,2621.0
3.72529e-09,2631.0
0.014989878,2641.0
8.6056825e-05,2651.0
5.960453e-08,2661.0
0.034724116,2671.0
0.0,2681.0
0.00019913167,2691.0
0.08668782,2701.0
2.9802308e-08,2711.0
0.0011495455,2721.0
