loss,step
2.3096108,1.0
2.2902532,11.0
2.2742658,21.0
2.2429285,31.0
2.1824718,41.0
1.9400891,51.0
1.6334472,61.0
1.0090148,71.0
0.6163435,81.0
0.48783338,91.0
0.37784082,101.0
0.29821587,111.0
0.9641593,121.0
0.14822024,131.0
0.26515648,141.0
0.12554485,151.0
0.19106528,161.0
0.101148285,171.0
0.09563372,181.0
0.058339268,191.0
0.1904709,201.0
0.038236972,211.0
0.052339837,221.0
0.10785578,231.0
0.0493702,241.0
0.028793111,251.0
0.07545115,261.0
0.058550246,271.0
0.04718403,281.0
0.046768226,291.0
0.051359743,301.0
0.012951577,311.0
0.0070436285,321.0
0.15724035,331.0
0.007472179,341.0
0.017876787,351.0
0.035716236,361.0
0.009917114,371.0
0.017108452,381.0
0.036155086,391.0
0.0045891106,401.0
0.0045965207,411.0
0.0039357124,421.0
0.009707572,431.0
0.027651427,441.0
0.004419389,451.0
0.0331151,461.0
0.007827834,471.0
0.028758008,481.0
0.0066615804,491.0
0.0038114106,501.0
0.006255636,511.0
0.010809211,521.0
0.0040002977,531.0
0.0070243855,541.0
0.0027716747,551.0
0.0026574512,561.0
0.005591211,571.0
0.011311245,581.0
0.012813264,591.0
0.024328185,601.0
0.0005237035,611.0
0.04470414,621.0
0.0018893552,631.0
0.0012496887,641.0
0.030233616,651.0
0.0064707156,661.0
0.010561817,671.0
0.0019452386,681.0
0.00050254393,691.0
0.0017686557,701.0
0.023113906,711.0
0.010887463,721.0
0.0011450334,731.0
0.009604389,741.0
0.016179297,751.0
0.00010254338,761.0
5.814874e-05,771.0
0.044814844,781.0
0.0069648623,791.0
0.021546222,801.0
0.018848311,811.0
0.0045791515,821.0
0.00029219204,831.0
0.0015116065,841.0
0.0007760503,851.0
0.0012710682,861.0
0.011794328,871.0
0.0010224005,881.0
0.015455452,891.0
0.034814112,901.0
0.0011876923,911.0
0.008504731,921.0
0.01140649,931.0
0.0029502325,941.0
0.012087335,951.0
0.0002941307,961.0
0.00011621839,971.0
0.0021917329,981.0
4.2580257e-05,991.0
0.0060850694,1001.0
0.00077977596,1011.0
0.00045061848,1021.0
0.015491231,1031.0
0.0024037925,1041.0
0.012040432,1051.0
0.0032465635,1061.0
0.00035314518,1071.0
0.00036172656,1081.0
0.021318106,1091.0
0.00010923524,1101.0
6.645741e-06,1111.0
0.0161352,1121.0
0.00016779888,1131.0
0.0020376793,1141.0
0.010443735,1151.0
0.0028226727,1161.0
0.002948268,1171.0
