loss,step
2.3062587,1381.0
2.29263,1391.0
2.29712,1401.0
2.2987432,1411.0
2.3066483,1421.0
2.3142815,1431.0
2.2879019,1441.0
2.311241,1451.0
2.300319,1461.0
2.310918,1471.0
2.2982235,1481.0
2.2956815,1491.0
2.306622,1501.0
2.2965796,1511.0
2.2973447,1521.0
2.2995312,1531.0
2.3086488,1541.0
2.3073173,1551.0
2.292694,1561.0
2.3026998,1571.0
2.3142633,1581.0
2.3139834,1591.0
2.3014054,1601.0
2.3052464,1611.0
2.2949386,1621.0
2.2938356,1631.0
2.3260083,1641.0
2.3018792,1651.0
2.3108144,1661.0
2.306553,1671.0
2.3190084,1681.0
2.291106,1691.0
2.2953875,1701.0
2.299694,1711.0
2.3068247,1721.0
2.306961,1731.0
2.2962549,1741.0
2.3081055,1751.0
2.3078663,1761.0
2.3000164,1771.0
2.2920685,1781.0
2.3168857,1791.0
2.296434,1801.0
2.3014798,1811.0
2.302721,1821.0
2.3090591,1831.0
2.3121767,1841.0
2.3113155,1851.0
2.2982538,1861.0
2.2871666,1871.0
2.3130789,1881.0
2.3122907,1891.0
2.2815652,1901.0
2.3054552,1911.0
2.310329,1921.0
2.2970247,1931.0
2.3007746,1941.0
2.3157349,1951.0
2.2969568,1961.0
2.3147862,1971.0
2.3127208,1981.0
2.3231769,1991.0
2.304608,2001.0
2.2973576,2011.0
2.3002255,2021.0
2.306303,2031.0
2.319624,2041.0
2.2942755,2051.0
2.2989888,2061.0
2.3070006,2071.0
2.300142,2081.0
2.2975373,2091.0
2.2991867,2101.0
2.3123229,2111.0
2.2923074,2121.0
2.2963428,2131.0
2.3123014,2141.0
2.3032718,2151.0
2.2954931,2161.0
2.3021264,2171.0
2.2986784,2181.0
2.3000498,2191.0
2.3036723,2201.0
2.3058014,2211.0
2.306676,2221.0
2.3055863,2231.0
2.3189542,2241.0
2.3029914,2251.0
2.3166165,2261.0
2.307251,2271.0
2.3050575,2281.0
2.300095,2291.0
2.2996013,2301.0
2.3115234,2311.0
2.2849984,2321.0
2.3088734,2331.0
2.3129954,2341.0
2.2943568,2351.0
2.3062506,2361.0
2.29278,2371.0
2.2889292,2381.0
2.3075166,2391.0
2.3092513,2401.0
2.2964401,2411.0
2.285358,2421.0
2.2984598,2431.0
2.2874537,2441.0
2.3062057,2451.0
2.303889,2461.0
2.3020613,2471.0
2.2974606,2481.0
2.3053122,2491.0
2.308652,2501.0
2.3059978,2511.0
2.2925673,2521.0
2.3122566,2531.0
2.2948515,2541.0
2.293826,2551.0
2.3130345,2561.0
2.3116245,2571.0
2.3063464,2581.0
2.3222451,2591.0
2.2990103,2601.0
2.2955132,2611.0
2.3172913,2621.0
2.3035321,2631.0
2.2951715,2641.0
2.3032513,2651.0
2.3052955,2661.0
2.3013175,2671.0
2.2974458,2681.0
2.2983403,2691.0
2.2981653,2701.0
2.3023374,2711.0
2.3151288,2721.0
2.2963333,2731.0
2.2923856,2741.0
2.3082595,2751.0
2.2994838,2761.0
2.2981932,2771.0
2.286436,2781.0
2.2968984,2791.0
2.3124614,2801.0
2.3030577,2811.0
2.29962,2821.0
2.314105,2831.0
2.3102345,2841.0
2.292879,2851.0
2.2939572,2861.0
2.3199573,2871.0
2.2952151,2881.0
2.3082542,2891.0
2.3064232,2901.0
2.3089373,2911.0
2.2981462,2921.0
2.302374,2931.0
2.3013933,2941.0
2.3091378,2951.0
2.2991788,2961.0
2.3084712,2971.0
2.304254,2981.0
2.316014,2991.0
2.2922924,3001.0
2.3100126,3011.0
2.3223624,3021.0
2.3054752,3031.0
2.30123,3041.0
2.298809,3051.0
2.2999473,3061.0
2.3061757,3071.0
2.2948422,3081.0
2.3019931,3091.0
2.295119,3101.0
2.3040156,3111.0
2.305832,3121.0
2.3139274,3131.0
2.3128934,3141.0
2.2950802,3151.0
2.3248692,3161.0
2.304451,3171.0
2.3016245,3181.0
2.2857423,3191.0
2.3020613,3201.0
2.2906523,3211.0
2.310931,3221.0
2.3007364,3231.0
2.2920094,3241.0
2.2853625,3251.0
2.32339,3261.0
2.3015928,3271.0
2.304546,3281.0
2.2910967,3291.0
2.300311,3301.0
2.2991354,3311.0
2.3065166,3321.0
2.2925673,3331.0
2.3178997,3341.0
2.2930546,3351.0
2.3123405,3361.0
2.3182766,3371.0
2.2841918,3381.0
2.2928314,3391.0
2.2918208,3401.0
2.3097208,3411.0
2.3013558,3421.0
2.31355,3431.0
2.298925,3441.0
2.3019586,3451.0
2.2935212,3461.0
2.2911005,3471.0
2.3147192,3481.0
2.2999218,3491.0
2.3002172,3501.0
2.30822,3511.0
2.3061533,3521.0
2.3068738,3531.0
2.294385,3541.0
2.30804,3551.0
2.312318,3561.0
2.3001385,3571.0
2.3030221,3581.0
2.306059,3591.0
2.2968473,3601.0
2.2965426,3611.0
2.322979,3621.0
2.303037,3631.0
2.3106048,3641.0
2.2975807,3651.0
2.2998343,3661.0
2.3062305,3671.0
2.3077176,3681.0
2.3067849,3691.0
2.3007178,3701.0
2.3221602,3711.0
2.292449,3721.0
2.2983832,3731.0
2.2993617,3741.0
2.317956,3751.0
2.292771,3761.0
2.3136075,3771.0
2.305207,3781.0
2.3083491,3791.0
2.3155768,3801.0
2.3082733,3811.0
2.2994497,3821.0
2.3211503,3831.0
2.293649,3841.0
2.305637,3851.0
2.304216,3861.0
2.305847,3871.0
2.2976055,3881.0
2.3018196,3891.0
2.3218272,3901.0
2.3041356,3911.0
2.2922277,3921.0
2.3038836,3931.0
2.3035169,3941.0
2.311447,3951.0
2.2859955,3961.0
2.293438,3971.0
2.2930331,3981.0
2.3103979,3991.0
2.308494,4001.0
2.3038962,4011.0
2.29396,4021.0
2.297989,4031.0
2.2949479,4041.0
2.2931414,4051.0
2.303906,4061.0
2.2820582,4071.0
2.2919025,4081.0
2.3095672,4091.0
2.314431,4101.0
2.288536,4111.0
2.30547,4121.0
2.3018093,4131.0
2.3156106,4141.0
2.3233836,4151.0
2.3077931,4161.0
2.2928865,4171.0
2.3166127,4181.0
2.3041553,4191.0
2.305191,4201.0
2.2908216,4211.0
2.2955968,4221.0
2.296483,4231.0
2.2894955,4241.0
2.3096983,4251.0
2.2905283,4261.0
2.2986245,4271.0
2.3133917,4281.0
2.3022804,4291.0
2.2887163,4301.0
2.3194811,4311.0
2.3013668,4321.0
2.29947,4331.0
2.289473,4341.0
2.3061,4351.0
2.2771282,4361.0
2.3053691,4371.0
2.3113313,4381.0
2.3026645,4391.0
2.2888048,4401.0
2.314299,4411.0
2.3050308,4421.0
2.3020186,4431.0
2.29664,4441.0
2.2915578,4451.0
2.3062806,4461.0
2.2895765,4471.0
2.2956142,4481.0
2.303786,4491.0
2.2978644,4501.0
2.3242605,4511.0
2.298831,4521.0
2.3005147,4531.0
2.3070107,4541.0
2.2832136,4551.0
2.31178,4561.0
2.3135123,4571.0
2.2918322,4581.0
2.3117304,4591.0
2.318328,4601.0
2.297811,4611.0
2.294898,4621.0
2.315713,4631.0
2.2973502,4641.0
2.3073637,4651.0
2.3095021,4661.0
2.3045588,4671.0
2.2943578,4681.0
2.3059087,4691.0
2.3082645,4701.0
2.2861814,4711.0
2.3123615,4721.0
2.3006332,4731.0
2.3038049,4741.0
2.316816,4751.0
2.3077102,4761.0
2.3070211,4771.0
2.3045826,4781.0
2.2986898,4791.0
2.297466,4801.0
2.3109384,4811.0
2.297003,4821.0
2.2802722,4831.0
2.3010197,4841.0
2.3004384,4851.0
2.2993584,4861.0
2.2955794,4871.0
2.3046956,4881.0
2.2932086,4891.0
2.3001096,4901.0
2.3038573,4911.0
2.291592,4921.0
2.3028297,4931.0
2.3011532,4941.0
2.3126516,4951.0
2.293313,4961.0
2.2981272,4971.0
2.3096464,4981.0
2.2991571,4991.0
2.297668,5001.0
2.292589,5011.0
2.302341,5021.0
2.2809114,5031.0
2.315578,5041.0
2.3036437,5051.0
2.3020492,5061.0
2.2908149,5071.0
2.3130322,5081.0
2.3042383,5091.0
2.3291266,5101.0
2.279564,5111.0
2.3072128,5121.0
2.2987754,5131.0
2.2965531,5141.0
2.2969608,5151.0
2.296626,5161.0
2.2954352,5171.0
2.3138638,5181.0
2.2876499,5191.0
2.2980063,5201.0
2.3157377,5211.0
2.3080935,5221.0
2.2914886,5231.0
2.2957435,5241.0
2.312965,5251.0
2.3086925,5261.0
2.3035555,5271.0
2.2806392,5281.0
2.3095574,5291.0
2.2980971,5301.0
2.3104281,5311.0
2.305975,5321.0
2.3272245,5331.0
2.3036933,5341.0
2.3075516,5351.0
2.2918081,5361.0
2.2777972,5371.0
2.3079152,5381.0
2.292233,5391.0
2.295106,5401.0
2.3086743,5411.0
2.2991939,5421.0
2.3041234,5431.0
2.3181624,5441.0
2.315339,5451.0
2.292636,5461.0
2.295033,5471.0
2.3171968,5481.0
2.289237,5491.0
2.2997909,5501.0
2.2993164,5511.0
2.300282,5521.0
2.305715,5531.0
2.3078723,5541.0
2.3025289,5551.0
2.3043275,5561.0
2.3099122,5571.0
2.3009243,5581.0
2.2937763,5591.0
2.2836962,5601.0
2.2828343,5611.0
2.3087878,5621.0
2.299335,5631.0
2.2999964,5641.0
2.3026261,5651.0
2.3021722,5661.0
2.3074055,5671.0
2.3003724,5681.0
2.3078485,5691.0
2.2962043,5701.0
2.3034015,5711.0
2.3126812,5721.0
2.2957199,5731.0
2.3032203,5741.0
2.316979,5751.0
2.3026233,5761.0
2.2996597,5771.0
2.2992654,5781.0
2.306481,5791.0
2.295618,5801.0
2.291197,5811.0
2.2974582,5821.0
2.3035798,5831.0
2.3008182,5841.0
2.3147728,5851.0
2.2986708,5861.0
2.3112752,5871.0
2.3083482,5881.0
2.3059962,5891.0
2.3079305,5901.0
2.2915206,5911.0
2.3102672,5921.0
2.3077364,5931.0
2.3316305,5941.0
2.2930882,5951.0
2.2996478,5961.0
2.3121924,5971.0
2.2955446,5981.0
2.3004303,5991.0
2.2945247,6001.0
2.2853842,6011.0
2.2910757,6021.0
2.2985997,6031.0
2.2986133,6041.0
2.3022928,6051.0
2.306978,6061.0
2.3160949,6071.0
2.305704,6081.0
2.2816129,6091.0
2.290769,6101.0
2.2909722,6111.0
2.302112,6121.0
2.2865634,6131.0
2.2993991,6141.0
2.2911103,6151.0
2.2820048,6161.0
2.305183,6171.0
2.3045764,6181.0
2.2910247,6191.0
2.2916672,6201.0
2.3144033,6211.0
2.3146906,6221.0
2.2978086,6231.0
2.3116302,6241.0
2.2953515,6251.0
2.279127,6261.0
2.3009877,6271.0
2.3093445,6281.0
2.2948987,6291.0
2.2961307,6301.0
2.3058362,6311.0
2.3013275,6321.0
2.302689,6331.0
2.2947898,6341.0
2.3022192,6351.0
2.3107948,6361.0
2.2794356,6371.0
2.2967944,6381.0
2.2928839,6391.0
2.2993486,6401.0
2.2997954,6411.0
2.300579,6421.0
2.3031788,6431.0
2.2996597,6441.0
2.2837064,6451.0
2.2984066,6461.0
2.310099,6471.0
2.2947211,6481.0
2.302703,6491.0
2.2971358,6501.0
2.2926793,6511.0
2.2997594,6521.0
2.2833219,6531.0
2.2823067,6541.0
2.2826476,6551.0
2.3023312,6561.0
2.3130496,6571.0
2.2825077,6581.0
2.2989624,6591.0
2.2986364,6601.0
2.3058603,6611.0
2.3104868,6621.0
2.3012524,6631.0
2.3021216,6641.0
2.2938838,6651.0
2.2918973,6661.0
2.300619,6671.0
2.2964818,6681.0
2.2865372,6691.0
2.3107467,6701.0
2.3008285,6711.0
2.3132892,6721.0
2.2975688,6731.0
2.2953181,6741.0
2.3035762,6751.0
2.2865014,6761.0
2.2954493,6771.0
2.303327,6781.0
2.3197265,6791.0
2.3001912,6801.0
2.3030667,6811.0
2.301094,6821.0
2.3144708,6831.0
2.3070645,6841.0
2.294266,6851.0
2.293816,6861.0
2.3019466,6871.0
2.2927313,6881.0
2.3048515,6891.0
2.304696,6901.0
2.2958038,6911.0
2.3028574,6921.0
2.3085043,6931.0
2.2957735,6941.0
2.3026373,6951.0
2.2913165,6961.0
2.3039641,6971.0
2.3070593,6981.0
2.3120592,6991.0
2.3037398,7001.0
2.2976503,7011.0
2.2857585,7021.0
2.3031502,7031.0
2.2982523,7041.0
2.302571,7051.0
2.303649,7061.0
2.304658,7071.0
2.304733,7081.0
2.3122346,7091.0
2.313397,7101.0
2.298379,7111.0
2.3108826,7121.0
2.3034387,7131.0
2.2903142,7141.0
2.322002,7151.0
2.3027647,7161.0
2.297068,7171.0
2.2990808,7181.0
2.3031871,7191.0
2.2912,7201.0
2.2898936,7211.0
2.297164,7221.0
2.2839131,7231.0
2.2918334,7241.0
2.291458,7251.0
2.3153727,7261.0
2.3081028,7271.0
2.3261871,7281.0
2.303677,7291.0
2.2947035,7301.0
2.2875288,7311.0
2.3156495,7321.0
2.3080149,7331.0
2.3025239,7341.0
2.301794,7351.0
2.305214,7361.0
2.3068173,7371.0
2.297118,7381.0
2.3052776,7391.0
2.2933326,7401.0
2.3050609,7411.0
2.3020856,7421.0
2.3048177,7431.0
2.3224,7441.0
2.3012674,7451.0
2.3004823,7461.0
2.3048058,7471.0
2.2972035,7481.0
2.3122625,7491.0
2.301797,7501.0
2.3031445,7511.0
2.2898972,7521.0
2.2823706,7531.0
2.29325,7541.0
2.3002472,7551.0
2.3000832,7561.0
2.3007345,7571.0
2.314757,7581.0
2.2992346,7591.0
2.3071952,7601.0
2.3183227,7611.0
2.301794,7621.0
2.3184857,7631.0
2.2894208,7641.0
2.290563,7651.0
2.3053408,7661.0
2.3289328,7671.0
2.2998214,7681.0
2.2945824,7691.0
2.2914019,7701.0
2.3088129,7711.0
2.2976289,7721.0
2.3139246,7731.0
2.3227296,7741.0
2.3084106,7751.0
2.304214,7761.0
2.3079586,7771.0
2.3028033,7781.0
2.2985888,7791.0
2.3009148,7801.0
2.2896547,7811.0
2.310582,7821.0
2.2804308,7831.0
2.3118777,7841.0
2.2851748,7851.0
2.3047078,7861.0
2.3087342,7871.0
2.2994072,7881.0
2.3033528,7891.0
2.296648,7901.0
2.3116252,7911.0
2.3088112,7921.0
2.3038044,7931.0
2.3133757,7941.0
2.2989001,7951.0
2.2922018,7961.0
2.3093634,7971.0
2.2979426,7981.0
2.300378,7991.0
2.3118186,8001.0
2.2908363,8011.0
2.30422,8021.0
2.3035507,8031.0
2.3087325,8041.0
2.3007808,8051.0
2.2871485,8061.0
2.3195333,8071.0
2.2983847,8081.0
2.3132715,8091.0
2.2916098,8101.0
2.3063426,8111.0
2.304486,8121.0
2.3041823,8131.0
2.3017085,8141.0
2.3083127,8151.0
2.316136,8161.0
2.3032598,8171.0
2.3101766,8181.0
2.2999046,8191.0
2.3026974,8201.0
2.3039885,8211.0
2.3058505,8221.0
2.30464,8231.0
2.2870545,8241.0
2.299809,8251.0
2.3150654,8261.0
2.3091836,8271.0
2.3012629,8281.0
2.3083506,8291.0
2.2964375,8301.0
2.3096023,8311.0
2.3125942,8321.0
2.300174,8331.0
2.3120446,8341.0
2.3088038,8351.0
2.3020751,8361.0
2.3213453,8371.0
2.2983289,8381.0
2.2989764,8391.0
2.2810423,8401.0
2.3157935,8411.0
2.3071415,8421.0
2.28552,8431.0
2.2987494,8441.0
2.307285,8451.0
2.293929,8461.0
2.2969456,8471.0
2.3063674,8481.0
2.2908182,8491.0
2.3154802,8501.0
2.3030915,8511.0
2.2831976,8521.0
2.3018951,8531.0
2.2948294,8541.0
2.3065615,8551.0
2.3053622,8561.0
2.3005564,8571.0
2.3206866,8581.0
2.310021,8591.0
2.3039017,8601.0
2.3052044,8611.0
2.3151197,8621.0
2.294769,8631.0
2.3020608,8641.0
2.3018122,8651.0
2.2954154,8661.0
2.2907834,8671.0
2.2968972,8681.0
2.2985082,8691.0
2.302596,8701.0
2.314013,8711.0
2.3023968,8721.0
2.3022032,8731.0
2.3027208,8741.0
2.3093517,8751.0
2.2880492,8761.0
2.303401,8771.0
2.2921505,8781.0
2.2955694,8791.0
2.2976646,8801.0
2.2981558,8811.0
2.3028736,8821.0
2.3013687,8831.0
2.30701,8841.0
2.2723503,8851.0
2.3020806,8861.0
2.3046288,8871.0
2.2872539,8881.0
2.310793,8891.0
2.309401,8901.0
2.306332,8911.0
2.303927,8921.0
2.3111377,8931.0
2.3048697,8941.0
2.291029,8951.0
2.2965515,8961.0
2.291133,8971.0
2.276862,8981.0
2.3024387,8991.0
2.301148,9001.0
2.3020144,9011.0
2.3256345,9021.0
2.3122613,9031.0
2.2964168,9041.0
2.3054833,9051.0
2.3058176,9061.0
2.2934818,9071.0
2.3076048,9081.0
2.310048,9091.0
2.2936597,9101.0
2.3026185,9111.0
2.3163269,9121.0
2.2981877,9131.0
2.2924712,9141.0
2.3175793,9151.0
2.299527,9161.0
2.2950053,9171.0
2.3046222,9181.0
2.3042517,9191.0
2.2968574,9201.0
2.304378,9211.0
2.3079915,9221.0
2.2933354,9231.0
2.2925262,9241.0
2.3098,9251.0
2.3010879,9261.0
2.3051572,9271.0
2.279849,9281.0
2.3081636,9291.0
2.293982,9301.0
2.2976904,9311.0
2.3003833,9321.0
2.306929,9331.0
2.2924702,9341.0
2.3048868,9351.0
2.291401,9361.0
2.3067756,9371.0
2.3096163,9381.0
2.306962,9391.0
2.308869,9401.0
2.3096886,9411.0
2.2996483,9421.0
2.317398,9431.0
2.3027005,9441.0
2.3238425,9451.0
2.3101072,9461.0
2.3071878,9471.0
2.3100028,9481.0
2.3065946,9491.0
2.3087778,9501.0
2.2985897,9511.0
2.3027546,9521.0
2.2927577,9531.0
2.2896974,9541.0
2.2805924,9551.0
2.3063626,9561.0
2.3057053,9571.0
2.3252213,9581.0
2.312217,9591.0
2.3069007,9601.0
2.3031454,9611.0
2.308836,9621.0
2.3011708,9631.0
2.3195796,9641.0
2.3335338,9651.0
2.297082,9661.0
2.2909899,9671.0
2.3061328,9681.0
2.2967122,9691.0
2.301717,9701.0
2.2984765,9711.0
2.3149555,9721.0
2.2813854,9731.0
2.3009567,9741.0
2.298973,9751.0
2.3055263,9761.0
2.2991502,9771.0
2.2869616,9781.0
2.3056457,9791.0
2.3016512,9801.0
2.302721,9811.0
2.3119073,9821.0
2.307767,9831.0
2.2948325,9841.0
2.308457,9851.0
2.2960105,9861.0
2.291261,9871.0
2.299998,9881.0
2.307755,9891.0
2.2998552,9901.0
2.3102937,9911.0
2.3065038,9921.0
2.2979305,9931.0
2.313357,9941.0
2.2986462,9951.0
2.2955196,9961.0
2.298973,9971.0
2.2879536,9981.0
2.2958636,9991.0
