epoch,acc,loss,val_acc,val_loss
0,0.9586047790053717,0.10915189309269428,0.4402853054954615,4.536996743722787
1,0.9600684125285927,0.10539716857330216,0.44067294883539654,7.337697567486759
2,0.9613229555581786,0.10239999058505093,0.7984536554796363,0.48330220306680777
3,0.9625117172859438,0.09906749919604799,0.45581923133345603,3.2009808424306683
4,0.9633833192766399,0.09654855194067415,0.4402641613132833,8.884769393446248
5,0.9644616624240122,0.09387116694511544,0.9350944087780471,0.16966301993564933
6,0.965431936347835,0.0917610880933607,0.9297308345600304,0.18971762978306697
7,0.9659628852712212,0.08900633373094292,0.4402641613132833,8.374783009108162
8,0.9668274392422186,0.08690879544156437,0.4402712093740094,8.374879792778056
9,0.9674617587667681,0.08462306456667472,0.9114129247282983,0.2786793572057545
10,0.968671664483194,0.08152597070113689,0.5047468688902004,4.042019504408306
11,0.9695996504095309,0.07880463892407734,0.5951734880214943,2.055828441833874
12,0.9700295780937785,0.07714649792033718,0.440320545799092,8.063797709850837
13,0.9713804437049689,0.07389868432286315,0.4402641613132833,8.923488844400763
14,0.972099339143272,0.07194005516219297,0.9447573000335181,0.15321437599745372
15,0.9728652212115294,0.06993899162263742,0.9093689871177318,0.2789226284890517
16,0.973375026136453,0.06784191594181634,0.6768464157162795,1.5663363522683007
17,0.9745473425435941,0.06520900348212767,0.633733428243857,1.5686763144880043
18,0.9745308972282912,0.0641647959638151,0.8404953377061493,0.6956202038057866
19,0.9759264001327571,0.06188429301251055,0.90268037748321,0.3139971027490937
20,0.9763351838286242,0.06000712780801858,0.7284029799129333,1.236512248697296
21,0.9768027007815476,0.058602015244180336,0.8918052197828512,0.5318777313744217
22,0.9776790014503625,0.05695914148705544,0.44124384175420994,7.723648371292204
23,0.9785881927298988,0.054473234317167704,0.9039490284139063,0.6172182816747227
24,0.9790651070137142,0.053014008856931506,0.8899868201302231,0.484577599696243
25,0.9795725626324856,0.052184185629683674,0.7841813325147629,1.9010126131428138
26,0.9801129088667394,0.05141153976122236,0.4409548712644402,8.836281065670885
27,0.9807871670116268,0.049478157867344975,0.9305061212352793,0.34710004887772067
28,0.9814003425377135,0.04752758177674262,0.6243313152352513,2.2949369569105156
29,0.9815413024123135,0.04668254579984728,0.4433441638505851,8.071939614285212
